source,table,column,value,input_value,candidate,identifier,fma_id,category,relation,prov,eid,ms,notes
nlx_154697_8,nlx_154697_8,con_from,Ambiguus nucleus,,nucleus ambiguus,UBERON:0001719,FMA:54588,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Ammon Horn,,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Ammon horn,,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Ammon's Horn,,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Ammon's horn,,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Ammons horn,,Ammon's horn,UBERON:0001954,FMA:62493,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Amygdala,,amygdala,UBERON:0001876,FMA:61841,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Ansiform lobule crus 1 sublobule a,,Ansiform lobule crus 1 sublobule a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Ansiform lobule crus 1 sublobule b,,Ansiform lobule crus 1 sublobule b,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Ansiform lobule crus 1 sublobule c,,Ansiform lobule crus 1 sublobule c,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Ansiform lobule crus 1 sublobule d,,Ansiform lobule crus 1 sublobule d,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Ansiform lobule crus 2 sublobule a,,Ansiform lobule crus 2 sublobule a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Ansiform lobule crus 2 sublobule b,,Ansiform lobule crus 2 sublobule b,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior amygdaloid area,,anterior amygdaloid area,UBERON:0002890,FMA:61861,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior cingulate area,,Brodmann (1909) area 24,UBERON:0006101,FMA:68621,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior cingulate area dorsal part,,Anterior cingulate area dorsal part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior cingulate area ventral part,,Anterior cingulate area ventral part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior cingulate areas,,Brodmann (1909) area 24,UBERON:0006101,FMA:68621,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior group of the dorsal thalamus,,anterior nuclear group,UBERON:0002788,FMA:62019,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic area,,Anterior nucleus of hypothalamus,NIFGA:birnlex_1226,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic area,,anterior nucleus of hypothalamus,UBERON:0002634,FMA:62319,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic area,,anterior hypothalamic region,UBERON:0002550,FMA:62027,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic area proper,,Anterior hypothalamic area proper,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic central part,,anterior nucleus of hypothalamus central part,UBERON:0014590,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic dorsal part,,anterior nucleus of hypothalamus dorsal part,UBERON:0014592,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic nucleus,,anterior nucleus of hypothalamus,UBERON:0002634,FMA:62319,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic nucleus anterior part,,anterior nucleus of hypothalamus anterior part,UBERON:0014589,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior hypothalamic posterior part,,anterior nucleus of hypothalamus posterior part,UBERON:0014591,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior laterolateral visual area,,Anterior laterolateral visual area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus,,anterior olfactory nucleus,UBERON:0002266,FMA:77628,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus dorsal part,,Anterior olfactory nucleus dorsal part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus dorsal part molecular layer,,Anterior olfactory nucleus dorsal part molecular layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus dorsal part pyramidal layer,,Anterior olfactory nucleus dorsal part pyramidal layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus external part,,Anterior olfactory nucleus external part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus external part molecular layer,,Anterior olfactory nucleus external part molecular layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus external part pyramidal layer,,Anterior olfactory nucleus external part pyramidal layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus lateral part,,Anterior olfactory nucleus lateral part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus lateral part molecular layer,,Anterior olfactory nucleus lateral part molecular layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus lateral part pyramidal layer,,Anterior olfactory nucleus lateral part pyramidal layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus medial part,,Anterior olfactory nucleus medial part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus medial part molecular layer,,Anterior olfactory nucleus medial part molecular layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus medial part pyramidal layer,,Anterior olfactory nucleus medial part pyramidal layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus posteroventral part,,Anterior olfactory nucleus posteroventral part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus posteroventral part molecular layer,,Anterior olfactory nucleus posteroventral part molecular layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior olfactory nucleus posteroventral part pyramidal layer,,Anterior olfactory nucleus posteroventral part pyramidal layer,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Anterior olfactory nucleus, posteroventral part",,"Anterior olfactory nucleus, posteroventral part",,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior parietal cortex,,Anterior parietal cortex,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior periventricular nucleus of the hypothalamus,,anterior paraventricular nucleus of thalamus,UBERON:0000434,FMA:76962,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior pretectal nucleus,,anterior pretectal nucleus,UBERON:0034918,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior pretectal nucleus,,olivary pretectal nucleus,UBERON:0002565,FMA:72405,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior striatal,,Anterior striatal,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior tegmental nucleus,,ventral tegmental nucleus,UBERON:0002438,FMA:72435,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterior tegmental nucleus,,anterior tegmental nucleus,UBERON:0010036,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anterodorsal nucleus,,anterodorsal nucleus of thalamus,UBERON:0002679,FMA:62141,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterodorsal nucleus of the thalamus,,anterodorsal nucleus of thalamus,UBERON:0002679,FMA:62141,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anterodorsal preoptic nucleus,,Anterodorsal preoptic nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anterodorsal thalamic nucleus,,anterodorsal nucleus of thalamus,UBERON:0002679,FMA:62141,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anterolateral visual area,,Anterolateral visual area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anteromedial nucleus,,anteromedial nucleus of thalamus,UBERON:0002681,FMA:62142,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Anteromedial nucleus of thalamus,,anteromedial nucleus of thalamus,UBERON:0002681,FMA:62142,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anteromedial nucleus of thalamus dorsal part,,Anteromedial nucleus of thalamus dorsal part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anteromedial nucleus of thalamus ventral part,,Anteromedial nucleus of thalamus ventral part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anteromedial visual area,,Anteromedial visual area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Anteroventral nucleus of thalamus,,anteroventral nucleus of thalamus,UBERON:0002685,FMA:62143,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anteroventral periventricular nucleus,,anteroventral periventricular nucleus,UBERON:0002690,FMA:62314,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Anteroventral preoptic nucleus,,Anteroventral preoptic nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Aqueduct of Sylvius,,midbrain cerebral aqueduct,UBERON:0002289,FMA:78467,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Arcopallium,,arcopallium,UBERON:0007350,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Arcopallium anterius,,Arcopallium anterius,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Arcopallium intermedium,,Arcopallium intermedium,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Arcuate Nucleus,,arcuate nucleus of hypothalamus,UBERON:0001932,FMA:62329,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Arcuate fiber,,Arcuate fiber,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Arcuate fibers,,Arcuate fibers,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Arcuate nucleus,,arcuate nucleus of hypothalamus,UBERON:0001932,FMA:62329,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Arcuate nucleus of the hypothalamus,,arcuate nucleus of hypothalamus,UBERON:0001932,FMA:62329,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Area F1,,Area F1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Area L pallii,,Area L pallii,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Area Postrema,,area postrema,UBERON:0002162,FMA:72607,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Area corticoidea dorsolateralis,,Area corticoidea dorsolateralis,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Area postrema,,area postrema,UBERON:0002162,FMA:72607,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,AreaPostrema,,AreaPostrema,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Areas F1,,Areas F1,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Auditory Area,,auditory cortex,UBERON:0001393,FMA:226221,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Auditory Cortex,,auditory cortex,UBERON:0001393,FMA:226221,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Auditory Nerve,,cochlear nerve,UBERON:0004727,FMA:53431,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Auditory areas,,auditory cortex,UBERON:0001393,FMA:226221,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Auditory cortex,,auditory cortex,UBERON:0001393,FMA:226221,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Auditory nerve,,cochlear nerve,UBERON:0004727,FMA:53431,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,BRAIN STEM,,brainstem,UBERON:0002298,FMA:79876,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,BRAINSTEM,,brainstem,UBERON:0002298,FMA:79876,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,BRAINSTEM,,corticobulbar tract,UBERON:0022272,FMA:275544,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Barrel Cortex,,barrel cortex,UBERON:0010415,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Barrel cortex,,barrel cortex,UBERON:0010415,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Barrington nucleus,,Barrington's nucleus,UBERON:0007632,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Barrington's nucleus,,Barrington's nucleus,UBERON:0007632,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Basal nucleus of the dorsal horn,,lamina VI of gray matter of spinal cord,UBERON:0016577,FMA:68867,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Basolateral nucleus of the amygdala,,basal amygdaloid nucleus,UBERON:0002887,FMA:68855,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Basolateral nucleus of the amygdala,,basolateral amygdaloid nuclear complex,UBERON:0006107,FMA:84609,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Basolateral nucleus of the amygdala anterior part,,Basolateral nucleus of the amygdala anterior part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Basolateral nucleus of the amygdala posterior part,,Basolateral nucleus of the amygdala posterior part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Basomedial nucleus of amygdala,,accessory basal amygdaloid nucleus,UBERON:0002885,FMA:61867,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Basomedial nucleus of the amygdala,,accessory basal amygdaloid nucleus,UBERON:0002885,FMA:61867,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Basomedial nucleus of the amygdala anterior part,,Basomedial nucleus of the amygdala anterior part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Basomedial nucleus of the amygdala posterior part,,Basomedial nucleus of the amygdala posterior part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis,,bed nucleus of stria terminalis,UBERON:0001880,FMA:61884,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division anterodorsal area,,Bed nuclei of the stria terminalis anterior division anterodorsal area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division anterodorsal area central core,,Bed nuclei of the stria terminalis anterior division anterodorsal area central core,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division anterodorsal area proper,,Bed nuclei of the stria terminalis anterior division anterodorsal area proper,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division anteroventral area,,Bed nuclei of the stria terminalis anterior division anteroventral area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division dorsolateral nucleus,,Bed nuclei of the stria terminalis anterior division dorsolateral nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus,,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division fusiform nucleus,,fusiform nucleus of stria terminalis,UBERON:0011175,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division magnocellular nucleus,,Bed nuclei of the stria terminalis anterior division magnocellular nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterior division ventral nucleus,,Bed nuclei of the stria terminalis anterior division ventral nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis anterolateral area,,Bed nuclei of the stria terminalis anterolateral area,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis dorsal nucleus,,Bed nuclei of the stria terminalis dorsal nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis juxtacapsular nucleus,,Bed nuclei of the stria terminalis juxtacapsular nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis oval nucleus,,bed nuclei of the stria terminalis oval nucleus,UBERON:0023958,,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division,,posterior division of bed nuclei of stria terminalis,UBERON:0011177,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division cell-sparse zone,,Bed nuclei of the stria terminalis posterior division cell-sparse zone,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division dorsal nucleus,,Bed nuclei of the stria terminalis posterior division dorsal nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division premedullary nucleus,,Bed nuclei of the stria terminalis posterior division premedullary nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division principal nucleus,,principal nucleus of stria terminalis,UBERON:0011178,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division strial extension,,Bed nuclei of the stria terminalis posterior division strial extension,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis posterior division transverse nucleus,,transverse nucleus of stria terminalis,UBERON:0011179,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nuclei of the stria terminalis rhomboid nucleus,,Bed nuclei of the stria terminalis rhomboid nucleus,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Bed nuclei of the stria terminalis, anterior division, subcommisural zone",,"Bed nuclei of the stria terminalis, anterior division, subcommisural zone",,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nucleus of the accessory olfactory part,,Bed nucleus of the accessory olfactory part,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nucleus of the anterior commissure,,nucleus of anterior commissure,UBERON:0002933,FMA:61883,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,Bed nucleus of the stria medularis,,Bed nucleus of the stria medularis,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,Brain Stem,,brainstem,UBERON:0002298,FMA:79876,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: A",A,A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: AB",AB,AB,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: ABmc",ABmc,ABmc,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: ABpc",ABpc,ABpc,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Aha",Aha,amygdalohippocampal area,UBERON:0034673,FMA:77607,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Amygdala",Amygdala,amygdala,UBERON:0001876,FMA:61841,anatomical entity,,labels,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: CO",CO,CO,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Central nucleus of the amygdala; medial, magnocellular division","Central nucleus of the amygdala; medial, magnocellular division",central amygdaloid nucleus,UBERON:0002883,FMA:74047,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Cta",Cta,central artery,UBERON:2005020,,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: L",L,L,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Lateral basal nucleus of the amygdala",Lateral basal nucleus of the amygdala,lateral part of basal amygdaloid nucleus,UBERON:0002888,FMA:68857,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: MB",MB,midbrain,UBERON:0001891,FMA:61993,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: ME",ME,median eminence of neurohypophysis,UBERON:0002197,FMA:74634,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Me",Me,median eminence of neurohypophysis,UBERON:0002197,FMA:74634,anatomical entity,,synonyms,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: PAM",PAM,PAM,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: Pam",Pam,Pam,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: cortical nucleus (amygdala)",cortical nucleus (amygdala),cortical nucleus (amygdala),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A85, Brain site: nucleus centralis (thalamus)",nucleus centralis (thalamus),nucleus centralis (thalamus),,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A86, Brain site: A",A,A,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A86, Brain site: AB",AB,AB,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A86, Brain site: Area 28a",Area 28a,Area 28a,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A86, Brain site: Area 28b",Area 28b,Area 28b,,,,,curator,,,
nlx_154697_8,nlx_154697_8,con_from,"Brain map: A86, Brain site: CA1 subfield of Ammon`s horn",CA1 subfield of Ammon`s horn,CA1 subfield of Ammon`s horn,,,,,curator,,,
